y,regime,regime_ergodic_ask,regime_ergodic_bid,ansatz_ask,ansatz_bid
2.92,1,3.13391731,-2.094249518,2.758737486,-1.73512806
2.96,1,3.160384385,-2.120361501,2.773757046,-1.750147619
3,1,3.18685146,-2.146473484,2.788750536,-1.76514111
3.04,1,3.212954092,-2.172213343,2.803719941,-1.780110515
3.08,1,3.239056723,-2.197953203,2.818667097,-1.79505767
3.12,1,3.264973979,-2.223504022,2.833593698,-1.809984272
3.16,1,3.290705859,-2.248865801,2.848501314,-1.824891888
3.2,1,3.316437738,-2.274227581,2.863391393,-1.839781967
3.24,1,3.341791336,-2.299204139,2.878265275,-1.854655849
3.28,1,3.367144933,-2.324180697,2.893124197,-1.869514771
3.32,1,3.392304983,-2.348960454,2.907969303,-1.884359877
3.36,1,3.417271486,-2.373543409,2.92280165,-1.899192223
3.4,1,3.442237988,-2.398126365,2.937622213,-1.914012787
3.44,1,3.466807223,-2.422306028,2.952431895,-1.928822469
3.48,1,3.491376459,-2.446485691,2.967231529,-1.943622103
3.52,1,3.51574125,-2.470458166,2.982021884,-1.958412458
3.56,1,3.539901596,-2.494223452,2.996803672,-1.973194246
3.6,1,3.564061942,-2.517988739,3.011577549,-1.987968123
3.64,1,3.587800213,-2.541327062,3.026344121,-2.002734695
3.68,1,3.611538484,-2.564665386,3.041103949,-2.017494522
3.72,1,3.635058272,-2.587783121,3.055857549,-2.032248122
3.76,1,3.658359579,-2.610680265,3.070605399,-2.046995973
3.8,1,3.681660886,-2.63357741,3.085347941,-2.061738514
3.84,1,3.704508476,-2.656017371,3.100085581,-2.076476155
3.88,1,3.727356066,-2.678457332,3.114818696,-2.09120927
3.92,1,3.749967388,-2.70065971,3.129547634,-2.105938208
3.96,1,3.772342445,-2.722624505,3.144272714,-2.120663288
4,1,3.794717501,-2.744589301,3.158994233,-2.135384807
4.04,1,3.816598912,-2.766058748,3.173712465,-2.150103039
4.08,1,3.838480324,-2.787528195,3.188427662,-2.164818235
4.12,1,3.860103071,-2.808738643,3.203140056,-2.17953063
4.16,1,3.881467155,-2.82969009,3.217849864,-2.194240437
4.2,1,3.902831239,-2.850641537,3.232557283,-2.208947857
4.24,1,3.923651416,-2.87104955,3.247262498,-2.223653072
4.28,1,3.944471593,-2.891457563,3.261965677,-2.238356251
4.32,1,3.965004888,-2.911579564,3.276666977,-2.253057551
4.36,1,3.985251301,-2.931415553,3.291366543,-2.267757117
4.4,1,4.005497714,-2.951251542,3.306064508,-2.282455081
4.44,1,4.025136781,-2.970483327,3.320760994,-2.297151567
4.48,1,4.044775847,-2.989715112,3.335456115,-2.311846689
4.52,1,4.064092323,-3.008626655,3.350149976,-2.32654055
4.56,1,4.083086209,-3.027217956,3.364842675,-2.341233249
4.6,1,4.102080095,-3.045809257,3.3795343,-2.355924873
4.64,1,4.120386103,-3.063719092,3.394224933,-2.370615507
4.68,1,4.138692111,-3.081628928,3.408914652,-2.385305226
4.72,1,4.156630039,-3.09917484,3.423603526,-2.3999941
4.76,1,4.174199887,-3.116356829,3.43829162,-2.414682194
4.8,1,4.191769735,-3.133538818,3.452978995,-2.429369569
4.84,1,4.208548721,-3.149940359,3.467665705,-2.444056279
4.88,1,4.225327707,-3.1663419,3.482351802,-2.458742375
4.92,1,4.241680207,-3.182323327,3.497037332,-2.473427906
4.96,1,4.257606222,-3.19788464,3.51172234,-2.488112913
5,1,4.273532236,-3.213445954,3.526406865,-2.502797439
5.04,1,4.288534615,-3.228098958,3.541090945,-2.517481518
5.08,1,4.303536995,-3.242751962,3.555774613,-2.532165187
5.12,1,4.318037273,-3.256911964,3.570457902,-2.546848476
5.16,1,4.332035452,-3.270578963,3.585140841,-2.561531414
5.2,1,4.34603363,-3.284245963,3.599823456,-2.576214029
5.24,1,4.358935562,-3.296838106,3.614505772,-2.590896346
5.28,1,4.371837495,-3.30943025,3.629187813,-2.605578387
5.32,1,4.384138616,-3.32143406,3.643869599,-2.620260173
5.36,1,4.395838926,-3.332849536,3.658551151,-2.634941724
5.4,1,4.407539236,-3.344265013,3.673232485,-2.649623059
5.44,1,4.417917044,-3.354386931,3.687913619,-2.664304193
5.48,1,4.428294852,-3.36450885,3.702594569,-2.678985143
5.52,1,4.437941939,-3.373916759,3.717275348,-2.693665922
5.56,1,4.446858306,-3.382610657,3.73195597,-2.708346543
5.6,1,4.455774672,-3.391304556,3.746636446,-2.72302702
5.64,1,4.463069597,-3.398415475,3.761316788,-2.737707362
5.68,1,4.470364522,-3.405526394,3.775997006,-2.75238758
5.72,1,4.476756414,-3.411756359,3.79067711,-2.767067684
5.76,1,4.482245272,-3.41710537,3.805357108,-2.781747682
5.8,1,4.487734131,-3.422454381,3.820037009,-2.796427583
5.84,1,4.491203277,-3.42583432,3.83471682,-2.811107394
5.88,1,4.494672423,-3.42921426,3.849396548,-2.825787121
5.92,1,4.497007781,-3.431489444,3.864076199,-2.840466773
5.96,1,4.498209351,-3.432659872,3.878755779,-2.855146353
6,1,4.499410921,-3.433830301,3.893435294,-2.869825868
